,0
0,1.1513188127875327
1,1.1505604476928712
2,1.1516753543007374
3,1.1520042546486853
4,1.1512550497752427
5,1.1503325970876217
6,1.1536696797502042
7,1.152718233280182
8,1.1516696709901095
9,1.1526440497875214
10,1.1511476731801034
11,1.152893042167425
12,1.148485643942356
13,1.1507981997376682
14,1.1507345405220986
15,1.150333569355011
16,1.152613385658264
17,1.1527039630782605
18,1.1490322081089022
19,1.1521996295833588
20,1.1492069072949886
21,1.1558565301847457
22,1.151630767019987
23,1.1540627136290071
24,1.1538530362987518
25,1.1506441488695145
26,1.1531539961099624
27,1.1525506973594426
28,1.1519856546020508
29,1.151635775887966
30,1.1531949885940551
31,1.150766755387783
32,1.1541329945921897
33,1.1501509274089337
34,1.1519788146972656
35,1.1511362900733948
36,1.1498578157365322
37,1.1545204145550727
38,1.146917175292969
39,1.1505242761284113
40,1.1472016240060328
41,1.1503250706374646
42,1.1503344158238173
43,1.1486617300003767
44,1.1535119243502616
45,1.1517593590331077
46,1.1529001892209052
47,1.147498480746746
48,1.1429210169255732
49,1.130203733742237
50,1.132446467692852
51,1.1541417022764682
52,1.1633566183018684
53,1.1960713787698745
54,1.1216308595609663
55,1.1242871410381794
56,1.131230380820632
57,1.1433299092465639
58,1.1589798201227188
59,1.150328473160863
60,1.1396404986846447
61,1.1503594767212866
62,1.1494524128723143
63,1.1437503211605549
64,1.1496703123283385
65,1.146277373149395
66,1.1516650468856096
67,1.1522180613106487
68,1.159616734981537
69,1.1525542395472526
70,1.157435683441162
71,1.1454378682827948
72,1.1415336760997772
73,1.1437678162789344
74,1.1597761525547503
75,1.1489051978874205
76,1.1520245753592253
77,1.1493970296192169
78,1.1540455157470704
79,1.1515715093010663
80,1.153230723798275
81,1.1482334223902224
82,1.1544425513505936
83,1.1502161454945803
84,1.1511459085929394
85,1.1467050972282886
86,1.1490965432983637
87,1.1490382259649037
88,1.1411755260205267
89,1.1362838404822349
90,1.1613388763332366
91,1.1484706157374382
92,1.153822219848633
93,1.152217799355984
94,1.1540122836732865
95,1.154631223540306
96,1.1498833553880454
97,1.1511357566684484
98,1.1532203693985938
99,1.1506650379359722
100,1.1497709100723268
101,1.1493619630873202
102,1.1518262853813173
103,1.1526712584078311
104,1.1494524353712798
105,1.151330939270258
106,1.1486918543279172
107,1.1532321309411526
108,1.1544310255622865
109,1.1488078299498556
110,1.1503646151065825
111,1.1512027658987045
112,1.1533152889597416
113,1.150682682645321
114,1.1503714645206928
115,1.150994898023605
116,1.1511992014825343
117,1.1515090486383437
118,1.151387386958599
119,1.150617693731189
120,1.1520764347553252
121,1.151740192747116
122,1.152152666091919
123,1.1524476762866975
124,1.15098488612175
125,1.15014185616076
126,1.1518275823903084
127,1.1503558382606507
128,1.1525601471376419
129,1.1503218479454518
130,1.1537730685138703
131,1.151109806164503
