,0
0,0.10497876341039558
1,0.0
2,0.043704434234729236
3,0.0065574005461590396
4,0.060240080377356724
5,-0.02177379954956062
6,0.012500162764231468
7,-0.04121026864666298
8,-0.03960913809504571
9,0.049271049006782634
10,-0.04590970130407797
11,0.00668898815079671
12,0.013245226750020723
13,0.016313575491523787
14,-0.0032414939241709557
15,0.0064725145056175205
16,0.0
17,0.019169916107720127
18,-0.02564243061333767
19,-0.033006296468170084
20,0.013333530869465168
21,0.0
22,0.006600684031352093
23,-0.01324522675002068
24,0.016529301951210506
25,0.0032733253449693297
26,0.003262645634816369
27,-0.0032626456348162714
28,-0.019802627296179758
29,0.009950330853168092
30,0.009852296443011641
31,0.0
32,0.07247264881299108
33,-0.006097579868118557
34,-0.06637506894487256
35,0.016207810226853303
36,0.062325463197828786
37,0.006024114603380876
38,0.005988041844622693
39,-0.008995562908577986
40,0.00600602406021195
41,0.0
42,0.0059701669865037535
43,0.017699577099400857
44,0.002919710103334846
45,0.005813969865419815
46,0.017241806434505954
47,0.039111130116625696
48,0.008185584586439502
49,0.02681125745065677
50,-0.024097551579060416
51,0.013459153374004709
52,0.002670228555878892
53,0.02371652661731606
54,-0.026386755173194887
55,-0.005361943141385399
56,0.03434948001463764
57,0.043208754331236734
58,0.04141883130311697
59,0.021252275659658957
60,-0.02603697378299543
61,-0.012062872449274984
62,-0.017136282242987355
63,0.03398385281559878
64,0.007134394113873891
65,0.0
66,0.009434032233358714
67,-0.009434032233358642
68,-0.007134394113873869
69,-0.05393463923494742
70,0.022416878914542054
71,0.0
72,-0.05310982531394829
73,-0.031664914643968686
74,0.013315775975772156
75,0.010526412986987605
76,0.002614380574070893
77,0.01554435443780038
78,0.005128216366919529
79,0.02525386732120341
80,0.017305747097592646
81,0.017011345826536756
82,-0.021925360628965888
83,-0.0049382816405824535
84,-0.00247831601446709
85,0.0024783160144670005
86,-0.020000666706669543
87,0.02493894834725193
88,-0.027467394700610683
89,-0.017880425277848524
90,0.005141399500418652
91,0.020305266160745523
92,0.01000008333458318
93,0.02699550434201173
94,0.004830927269665592
95,-0.041826514946260634
96,0.017435061822101347
97,-0.04030772348809275
98,-0.09428243048467183
99,-0.055166381308708025
100,0.008915363657952329
101,0.0405852801150783
102,-0.04354824524573536
103,0.04638512658093491
104,-0.04638512658093495
105,0.04070329311350397
106,-0.023055776299925737
107,-0.0058479698824231
108,-0.011799546931155057
109,0.014727806710243388
110,0.011628037995119214
111,-0.005797117684325958
112,0.02582639955989846
113,-0.014265577158822347
114,0.014265577158822441
115,-0.005681833467430946
116,-0.01434744840814154
117,-0.023392879574705462
118,-0.04230237969068927
119,0.0183491386681964
120,0.02099027589183583
121,-0.002971770389157593
122,0.011834457647002798
123,0.04598511324182344
124,0.0
125,0.057314456595980286
126,0.0
127,0.0
128,0.02617950558177108
129,-0.005181358741997629
130,-0.02099814683977347
131,0.013175421158564328
132,-0.005249355886143678
133,-0.0457684184555807
134,-0.008298802814695066
135,-0.036779251503296466
136,0.008608374536600101
137,0.01980262729617973
138,-0.048790164169431945
139,0.0029368596733097053
140,0.00292825977908836
141,0.02882043853549188
142,0.022472855852058576
143,0.011049836186584935
144,-0.019418085857101627
145,0.005586606708639775
146,0.01931094491308752
147,0.008163310639160834
148,-0.03026365763982682
149,-0.016901810802603254
150,0.0056657375356773
151,-0.025752496102414625
152,0.011527505171067414
153,-0.008633147144703002
154,0.03966525639243157
155,-0.013986241974739952
156,0.005617992304223275
157,0.016667052485211643
158,-0.00275862243907964
159,0.0027586224390796607
160,0.002751033371890019
161,0.061270825393041135
162,0.0179262162681519
163,0.0
164,0.03980625040041957
165,0.009708814126960905
166,-0.007272759329079584
167,0.016888218028521574
168,-0.004796172263492944
169,-0.0048192864359489955
170,0.007220247973487097
171,-0.0024009615375381503
172,-0.026798193154724276
173,0.0024660924951934683
174,0.009804000096620837
175,0.0
176,-0.01227009259181436
177,0.0073801072976226794
178,-0.007380107297622646
179,0.026798193154724214
180,-0.009661910911736859
181,0.014458083175229916
182,0.04445176257083401
183,0.03374898473664082
184,-0.029182766757059823
185,0.018059181538397463
186,-0.01805918153839753
187,-0.009153381986487248
188,0.0
189,-0.002301496988279163
