,0
0,0.03711766295650259
1,0.02400115209954283
2,0.06132189087431895
3,-0.01876227645552289
4,-0.04652001563489293
5,0.05406722127027579
6,-0.018975901459005805
7,0.0
8,-0.07972347383203827
9,0.020534602441707735
10,-0.033060862260888176
11,-0.01694955831377332
12,0.04593709518702561
13,0.04391923393483537
14,0.056941376400138424
15,0.007352974305258733
16,-0.022223136784710235
17,0.007462721201589594
18,-0.04175179468022159
19,0.06381151274495377
20,0.02513597327154224
21,-0.03978825005841269
22,0.007352974305258733
23,-0.03352269203864356
24,0.022472855852058576
25,0.021978906718775167
26,-0.010929070532190206
27,-0.041127291423862844
28,0.026366875840742134
29,0.011090686694158356
30,0.1275392106017481
31,-0.06691458878531319
32,0.05060101329378945
33,-0.019934214900817253
34,-0.023770219333911845
35,-0.006896579059060329
36,0.0034542348680873824
37,0.027212563524884794
38,-0.03413300636945858
39,-0.060841659256245045
40,0.018282044837449073
41,0.0425596144187959
42,0.030771658666753687
43,-0.016978336534417906
44,0.09156719352549063
45,0.0664897412688328
46,-0.02068020523753863
47,-0.018072781059694506
48,0.0060606246116909545
49,-0.0030257209165370676
50,-0.024541108916117545
51,-0.0774580590390039
52,0.07745805903900395
53,-0.018809331957496227
54,-0.04531519621204249
55,0.022914259522875832
56,-0.03960913809504571
57,0.052471051737453575
58,-0.05247105173745348
59,-0.048285241159462
60,-0.08861883594369993
61,0.04159389729883714
62,-0.018692133012152633
63,0.10384994135245938
64,0.023530497410194036
65,-0.047628048989254476
66,-0.017575144821507602
67,0.014084739881739023
68,0.06103589058636909
69,-0.05406722127027582
70,0.04414978461292975
71,-0.023530497410194046
72,0.0033955890011383287
73,-0.05218575317057031
74,-0.025317807984289783
75,-0.037317763007195165
76,0.018832948333092178
77,-0.0264665731881634
78,-0.04305948946044688
79,-0.057629112836636416
80,0.033336420267591926
81,0.044095319865224164
82,-0.060624621816434854
83,0.04481401578979264
84,-0.04481401578979254
85,-0.0041753714104805105
86,-0.06929178047139198
87,-0.045879605750693664
88,-0.043172171865208664
89,0.019418085857101516
90,-0.004819286435948995
91,-0.009708814126960938
92,0.014528100562909808
93,-0.04423325497682565
94,0.058553308751574135
95,0.041769412876295146
96,-0.013730192811902131
97,0.013730192811902037
98,0.040094457201877994
99,-0.01762160134981956
100,0.0088496152769826
101,-0.0496716097972376
102,0.03636764417087479
103,-0.041008023727377135
104,0.018433701688837966
105,-0.01379332213233576
106,0.05844359587007458
107,0.04691691978775166
108,0.09531017980432493
109,-0.0346855579878901
110,-0.04000533461369902
111,0.047817874350492735
112,-0.04374454896285695
113,0.047628048989254664
114,-0.05989814158106896
115,0.020367302824433733
116,0.019960742562537933
117,-0.032131278182793065
118,0.004073325387635648
119,0.047628048989254664
120,0.04915923595808335
121,-0.0036968618813260916
122,0.032789822822990755
123,-0.04022480131050887
124,0.0221411258772135
125,0.010889399799268097
126,-0.018215439891341105
127,-0.08434114843375093
128,0.04688358589885046
129,-0.031010236742560322
130,-0.094916556496743
131,0.02985296314968113
132,0.0
133,0.03711766295650259
134,-0.07566633307373757
135,0.051074929936415464
136,-0.02947581813295369
137,-0.04367506350266142
138,0.017699577099400638
139,-0.013245226750020567
140,0.0088496152769826
141,-0.022272635609123178
142,0.01342302033214055
143,0.004434597067865554
144,0.0
145,-0.013363227812167028
146,-0.004494389587839215
147,0.03540192705091579
148,0.05908891637000658
149,-0.029108084158070657
150,0.012578782206859965
151,0.020619287202735825
152,0.05170137437689041
153,0.030536723860081702
154,0.014925650216675792
155,0.0183491386681964
156,0.02158357166717439
157,0.0035524016043677006
158,0.02451961717431866
159,0.040683576636443536
160,-0.01675081042481524
161,-0.06634194813672183
162,0.059562261151343096
163,-0.052367985517315925
164,-0.007194275634027085
165,-0.010889399799268206
166,0.0036429912785010087
167,-0.01834913866819643
168,-0.03007745523727795
169,0.09461597637484892
170,-0.013986241974739952
171,0.020906684819313643
172,-0.07516954337868065
173,-0.08128263343685696
174,0.023905520853554386
175,-0.04016604172533476
176,-0.05043085362689197
177,0.09059689535222665
178,-0.7333132222852801
179,-0.05908891637000656
180,-0.08149303425118279
181,0.05505977718302739
182,-0.06453852113757118
183,0.0
184,-0.019231361927887644
185,-0.03960913809504583
186,-0.06252035698133393
187,0.02127739844728488
188,0.10008345855698263
189,-0.028987536873252298
190,-0.07109592168373034
191,0.0
192,-0.0540672212702757
193,0.03278982282299097
194,0.04211148535012685
195,-0.07490130817311771
196,-0.02247285585205863
197,0.0
198,0.0
199,0.044451762570833796
200,0.010810916104215676
201,0.04211148535012685
202,0.08872811560868443
203,0.0
204,-0.03846628082779605
205,-0.009852296443011594
206,-0.06124362524071867
207,0.010471299867295437
208,-0.06453852113757105
209,0.021978906718775167
210,0.0425596144187959
211,-0.02105340919783238
212,-0.04348511193973878
213,-0.02247285585205863
214,0.022472855852058576
215,-0.011173300598125189
216,-0.011299555253933394
217,0.044451762570833796
218,-0.03315220731690051
219,-0.03428907347863219
220,-0.03550668845690987
221,-0.06213178110700616
222,0.03774032798284711
223,-0.02500130220541727
224,0.025001302205417186
225,-0.1749414494963321
226,0.0
227,0.043172171865208574
228,0.01398624197473987
229,0.01379332213233577
230,-0.027779564107075706
231,-0.028573372444056114
232,-0.029413885206293226
233,0.014815085785140682
234,-0.02985296314968116
235,0.02985296314968113
236,-0.0148150857851407
237,0.057987257650349316
238,-0.014184634991956413
239,0.0
240,0.0
241,0.014184634991956381
242,0.0
243,0.09402894964827639
244,0.03774032798284711
245,-0.037740327982847086
246,0.012739025777429712
247,0.0372713947972316
248,-0.03727139479723154
249,0.07320340402329492
250,-0.03593200922606333
251,-0.012270092591814247
252,-0.012422519998557209
253,0.10660973505825827
254,0.043963123421116204
255,-0.021739986636405875
256,0.06385147198653277
257,0.0
258,-0.020834086902842025
259,-0.02127739844728485
260,0.10212949507637975
261,0.0
262,0.0
263,-0.02955880224154439
264,-0.020202707317519466
265,-0.020619287202735703
266,0.0408219945202552
267,-0.020202707317519466
268,0.0
269,-0.07410797215372185
270,0.02173998663640582
271,-0.021739986636405875
272,0.02173998663640582
273,0.02127739844728488
274,-0.0540672212702757
275,-0.03390155167568134
276,0.033901551675681416
277,-0.011173300598125189
278,0.0
279,0.043963123421116204
280,-0.010810916104215617
281,-0.055880458394456614
282,0.02272825107755609
283,0.022223136784710256
284,0.06385147198653277
285,0.0502618347808883
286,-0.009852296443011594
287,-0.020000666706669543
288,-0.03077165866675366
289,-0.08701137698962969
290,0.05526267867504952
291,0.04211148535012685
292,-0.04211148535012685
293,0.0
294,0.05236798551731594
295,-0.052367985517315925
296,0.02127739844728488
297,0.08085209662909497
298,0.056618893999507904
299,-0.05661889399950793
300,0.056618893999507904
301,-0.03738753207162033
302,0.018868484304382736
303,-0.018868484304382805
304,-0.028987536873252298
